"File","Line","Function","Case","TargetModes","Strings","Risk","RiskReasons","Evidence"
"src\cedit.c","1289","cedit_parse","CEDIT_AUTOWIZ_OPTIONS_MENU","","","READ_OR_UNKNOWN","","    case CEDIT_AUTOWIZ_OPTIONS_MENU:
      switch (*arg) {"
"src\cedit.c","1291","cedit_parse","'a'","","","READ_OR_UNKNOWN","","        case 'a':"
"src\cedit.c","1292","cedit_parse","'A'","","","READ_OR_UNKNOWN","","        case 'A':
          TOGGLE_VAR(OLC_CONFIG(d)->autowiz.use_autowiz);
          break;"
"src\cedit.c","1296","cedit_parse","'b'","","","READ_OR_UNKNOWN","","        case 'b':"
"src\cedit.c","1297","cedit_parse","'B'","CEDIT_MIN_WIZLIST_LEV","Enter the minimum level for players to appear on the wizlist :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'B':
          write_to_output(d, ""Enter the minimum level for players to appear on the wizlist : "");
          OLC_MODE(d) = CEDIT_MIN_WIZLIST_LEV;
          return;"
"src\cedit.c","1302","cedit_parse","'q'","","","READ_OR_UNKNOWN","","        case 'q':"
"src\cedit.c","1303","cedit_parse","'Q'","","","READ_OR_UNKNOWN","","        case 'Q':
          cedit_disp_menu(d);
          return;"
"src\cedit.c","1307","cedit_parse","default","","That is an invalid choice!","READ_OR_UNKNOWN","","        default:
          write_to_output(d, ""\r\nThat is an invalid choice!\r\n"");
      }

      cedit_disp_autowiz_options(d);
      return;"
"src\cedit.c","1314","cedit_parse","CEDIT_LEVEL_CAN_SHOUT","","That is an invalid choice! | Enter the minimum level a player must be to shout, gossip, etc :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_LEVEL_CAN_SHOUT:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the minimum level a player must be to shout, gossip, etc : "");
      } else {
        OLC_CONFIG(d)->play.level_can_shout = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1325","cedit_parse","CEDIT_HOLLER_MOVE_COST","","That is an invalid choice! | Enter the amount it costs (in move points) to holler :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_HOLLER_MOVE_COST:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the amount it costs (in move points) to holler : "");
      } else {
        OLC_CONFIG(d)->play.holler_move_cost = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1336","cedit_parse","CEDIT_TUNNEL_SIZE","","That is an invalid choice! | Enter the maximum number of people allowed in a tunnel :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_TUNNEL_SIZE:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the maximum number of people allowed in a tunnel : "");
      } else {
        OLC_CONFIG(d)->play.tunnel_size = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1347","cedit_parse","CEDIT_MAX_EXP_GAIN","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_EXP_GAIN:
      if (*arg)
        OLC_CONFIG(d)->play.max_exp_gain = atoi(arg);

      cedit_disp_game_play_options(d);
      break;"
"src\cedit.c","1354","cedit_parse","CEDIT_MAX_EXP_LOSS","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_EXP_LOSS:
      if (*arg)
        OLC_CONFIG(d)->play.max_exp_loss = atoi(arg);

      cedit_disp_game_play_options(d);
      break;"
"src\cedit.c","1361","cedit_parse","CEDIT_MAX_NPC_CORPSE_TIME","","That is an invalid choice! | Enter the number of tics before NPC corpses decompose :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_NPC_CORPSE_TIME:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the number of tics before NPC corpses decompose : "");
      } else {
        OLC_CONFIG(d)->play.max_npc_corpse_time = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1372","cedit_parse","CEDIT_MAX_PC_CORPSE_TIME","","That is an invalid choice! | Enter the number of tics before PC corpses decompose :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_PC_CORPSE_TIME:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the number of tics before PC corpses decompose : "");
        } else {
          OLC_CONFIG(d)->play.max_pc_corpse_time = atoi(arg);
          cedit_disp_game_play_options(d);
        }
        break;"
"src\cedit.c","1383","cedit_parse","CEDIT_IDLE_VOID","","That is an invalid choice! | Enter the number of tics before PC's are sent to the void (idle) :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_IDLE_VOID:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the number of tics before PC's are sent to the void (idle) : "");
      } else {
        OLC_CONFIG(d)->play.idle_void = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1394","cedit_parse","CEDIT_IDLE_RENT_TIME","","That is an invalid choice! | Enter the number of tics before PC's are automatically rented and forced to quit :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_IDLE_RENT_TIME:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the number of tics before PC's are automatically rented and forced to quit : "");
      } else {
        OLC_CONFIG(d)->play.idle_rent_time = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1405","cedit_parse","CEDIT_IDLE_MAX_LEVEL","","That is an invalid choice! | Enter the level a player must be to become immune to IDLE :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_IDLE_MAX_LEVEL:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the level a player must be to become immune to IDLE : "");
      } else {
        OLC_CONFIG(d)->play.idle_max_level = atoi(arg);
        cedit_disp_game_play_options(d);
      }
      break;"
"src\cedit.c","1416","cedit_parse","CEDIT_OK","","","READ_OR_UNKNOWN","","    case CEDIT_OK:
      if (!genolc_checkstring(d, arg))
        break;"
"src\cedit.c","1428","cedit_parse","CEDIT_HUH","","","READ_OR_UNKNOWN","","    case CEDIT_HUH:
      if (!genolc_checkstring(d, arg))
        break;"
"src\cedit.c","1440","cedit_parse","CEDIT_NOPERSON","","","READ_OR_UNKNOWN","","    case CEDIT_NOPERSON:
      if (!genolc_checkstring(d, arg))
        break;"
"src\cedit.c","1452","cedit_parse","CEDIT_NOEFFECT","","","READ_OR_UNKNOWN","","    case CEDIT_NOEFFECT:
      if (!genolc_checkstring(d, arg))
        break;"
"src\cedit.c","1464","cedit_parse","CEDIT_MAX_OBJ_SAVE","","That is an invalid choice! | Enter the maximum objects a player can save :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_OBJ_SAVE:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the maximum objects a player can save : "");
        } else {
          OLC_CONFIG(d)->csd.max_obj_save = atoi(arg);
          cedit_disp_crash_save_options(d);
        }
        break;"
"src\cedit.c","1475","cedit_parse","CEDIT_MIN_RENT_COST","","That is an invalid choice! | Enter the minimum amount it costs to rent :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MIN_RENT_COST:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the minimum amount it costs to rent : "");
      } else {
        OLC_CONFIG(d)->csd.min_rent_cost = atoi(arg);
        cedit_disp_crash_save_options(d);
      }
      break;"
"src\cedit.c","1486","cedit_parse","CEDIT_AUTOSAVE_TIME","","That is an invalid choice! | Enter the interval for player's being autosaved :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_AUTOSAVE_TIME:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the interval for player's being autosaved : "");
      } else {
        OLC_CONFIG(d)->csd.autosave_time = atoi(arg);
        cedit_disp_crash_save_options(d);
      }
      break;"
"src\cedit.c","1497","cedit_parse","CEDIT_CRASH_FILE_TIMEOUT","","That is an invalid choice! | Enter the lifetime of crash and idlesave files (days) :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_CRASH_FILE_TIMEOUT:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the lifetime of crash and idlesave files (days) : "");
      } else {
        OLC_CONFIG(d)->csd.crash_file_timeout = atoi(arg);
        cedit_disp_crash_save_options(d);
      }
      break;"
"src\cedit.c","1508","cedit_parse","CEDIT_RENT_FILE_TIMEOUT","","That is an invalid choice! | Enter the lifetime of rent files (days) :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_RENT_FILE_TIMEOUT:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the lifetime of rent files (days) : "");
      } else {
        OLC_CONFIG(d)->csd.rent_file_timeout = atoi(arg);
        cedit_disp_crash_save_options(d);
      }
      break;"
"src\cedit.c","1519","cedit_parse","CEDIT_MORTAL_START_ROOM","","That is an invalid choice! | Enter the room's vnum where mortals should load into : | That room doesn't exist!","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MORTAL_START_ROOM:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the room's vnum where mortals should load into : "");
      } else if (real_room(atoi(arg)) == NOWHERE) {
        write_to_output(d,
          ""That room doesn't exist!\r\n""
          ""Enter the room's vnum where mortals should load into : "");
      } else {
        OLC_CONFIG(d)->room_nums.mortal_start_room = atoi(arg);
        cedit_disp_room_numbers(d);
      }
      break;"
"src\cedit.c","1534","cedit_parse","CEDIT_IMMORT_START_ROOM","","That is an invalid choice! | Enter the room's vnum where immortals should load into : | That room doesn't exist!","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_IMMORT_START_ROOM:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the room's vnum where immortals should load into : "");
      } else if (real_room(atoi(arg)) == NOWHERE) {
        write_to_output(d,
          ""That room doesn't exist!\r\n""
          ""Enter the room's vnum where immortals should load into : "");
      } else {
        OLC_CONFIG(d)->room_nums.immort_start_room = atoi(arg);
        cedit_disp_room_numbers(d);
      }
      break;"
"src\cedit.c","1549","cedit_parse","CEDIT_FROZEN_START_ROOM","","That is an invalid choice! | Enter the room's vnum where frozen people should load into : | That room doesn't exist!","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_FROZEN_START_ROOM:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the room's vnum where frozen people should load into : "");
      } else if (real_room(atoi(arg)) == NOWHERE) {
        write_to_output(d,
          ""That room doesn't exist!\r\n""
          ""Enter the room's vnum where frozen people should load into : "");
      } else {
        OLC_CONFIG(d)->room_nums.frozen_start_room = atoi(arg);
        cedit_disp_room_numbers(d);
      }
      break;"
"src\cedit.c","1564","cedit_parse","CEDIT_DONATION_ROOM_1","","That is an invalid choice! | Enter the vnum for donation room #1 : | That room doesn't exist!","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DONATION_ROOM_1:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the vnum for donation room #1 : "");
      } else if (real_room(atoi(arg)) == NOWHERE) {
        write_to_output(d,
          ""That room doesn't exist!\r\n""
          ""Enter the vnum for donation room #1 : "");
      } else {
        OLC_CONFIG(d)->room_nums.donation_room_1 = atoi(arg);
        cedit_disp_room_numbers(d);
      }
      break;"
"src\cedit.c","1579","cedit_parse","CEDIT_DONATION_ROOM_2","","That is an invalid choice! | Enter the vnum for donation room #2 : | That room doesn't exist!","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DONATION_ROOM_2:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the vnum for donation room #2 : "");
      } else if (real_room(atoi(arg)) == NOWHERE) {
        write_to_output(d,
          ""That room doesn't exist!\r\n""
          ""Enter the vnum for donation room #2 : "");
      } else {
        OLC_CONFIG(d)->room_nums.donation_room_2 = atoi(arg);
        cedit_disp_room_numbers(d);
      }
      break;"
"src\cedit.c","1594","cedit_parse","CEDIT_DONATION_ROOM_3","","That is an invalid choice! | Enter the vnum for donation room #3 : | That room doesn't exist!","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DONATION_ROOM_3:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the vnum for donation room #3 : "");
      } else if (real_room(atoi(arg)) == NOWHERE) {
        write_to_output(d,
          ""That room doesn't exist!\r\n""
          ""Enter the vnum for donation room #3 : "");
      } else {
        OLC_CONFIG(d)->room_nums.donation_room_3 = atoi(arg);
        cedit_disp_room_numbers(d);
      }
      break;"
"src\cedit.c","1609","cedit_parse","CEDIT_DFLT_PORT","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DFLT_PORT:
      OLC_CONFIG(d)->operation.DFLT_PORT = atoi(arg);
      cedit_disp_operation_options(d);
      break;"
"src\cedit.c","1614","cedit_parse","CEDIT_DFLT_IP","","That is an invalid choice! | Enter the default ip address :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DFLT_IP:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the default ip address : "");
      } else {
        OLC_CONFIG(d)->operation.DFLT_IP = str_udup(arg);
        cedit_disp_operation_options(d);
      }
      break;"
"src\cedit.c","1625","cedit_parse","CEDIT_DFLT_DIR","","That is an invalid choice! | Enter the default directory :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DFLT_DIR:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the default directory : "");
      } else {
        OLC_CONFIG(d)->operation.DFLT_DIR = str_udup(arg);
        cedit_disp_operation_options(d);
      }
      break;"
"src\cedit.c","1636","cedit_parse","CEDIT_LOGNAME","","That is an invalid choice! | Enter the name of the logfile :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_LOGNAME:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Enter the name of the logfile : "");
      } else {
        OLC_CONFIG(d)->operation.LOGNAME = str_udup(arg);
        cedit_disp_operation_options(d);
      }
      break;"
"src\cedit.c","1647","cedit_parse","CEDIT_MAX_PLAYING","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_PLAYING:
      OLC_CONFIG(d)->operation.max_playing = atoi(arg);
      cedit_disp_operation_options(d);
      break;"
"src\cedit.c","1652","cedit_parse","CEDIT_MAX_FILESIZE","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_FILESIZE:
      OLC_CONFIG(d)->operation.max_filesize = atoi(arg);
      cedit_disp_operation_options(d);
      break;"
"src\cedit.c","1657","cedit_parse","CEDIT_MAX_BAD_PWS","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAX_BAD_PWS:
      OLC_CONFIG(d)->operation.max_bad_pws = atoi(arg);
      cedit_disp_operation_options(d);
      break;"
"src\cedit.c","1662","cedit_parse","CEDIT_DEBUG_MODE","","","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_DEBUG_MODE:
      OLC_CONFIG(d)->operation.debug_mode = LIMIT(atoi(arg), 0, 3);
      cedit_disp_operation_options(d);
      break;"
"src\cedit.c","1667","cedit_parse","CEDIT_MIN_WIZLIST_LEV","","The minimum wizlist level can't be greater than %d. | Enter the minimum level for players to appear on the wizlist :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MIN_WIZLIST_LEV:
      if (atoi(arg) > LVL_IMPL) {
        write_to_output(d,
          ""The minimum wizlist level can't be greater than %d.\r\n""
          ""Enter the minimum level for players to appear on the wizlist : "", LVL_IMPL);
      } else {
        OLC_CONFIG(d)->autowiz.min_wizlist_lev = atoi(arg);
        cedit_disp_autowiz_options(d);
      }
      break;"
"src\cedit.c","1678","cedit_parse","CEDIT_MAP_OPTION","","That is an invalid choice! | Select 1, 2 or 3 (0 to cancel) :","MUTATING_REVIEW","OLC/object/flag mutation","    case CEDIT_MAP_OPTION:
      if (!*arg) {
        write_to_output(d,
          ""That is an invalid choice!\r\n""
          ""Select 1, 2 or 3 (0 to cancel) :"");
      } else {
        if ((atoi(arg) >= 1) && (atoi(arg) <= 3))
          OLC_CONFIG(d)->play.map_option = (atoi(arg) - 1);
        cedit_disp_game_play_options(d);
      }
      break;"
